model_id,model_label,grouping_id,observations,mean_quantile_loss_95,mean_quantile_loss_99,mean_fz0_975,exceptions_95,exception_rate_95,exceptions_975,exception_rate_975,exceptions_99,exception_rate_99,mean_copula_log_score
M5,Spectral + Gaussian,spectral,1508,0.00127982811669,0.000415643454368,-3.58982614378,90,0.0596816976127,50,0.0331564986737,26,0.0172413793103,3.31558742028
M6,Spectral + vine,spectral,1508,0.00128118513314,0.000405161803241,-3.60012736367,88,0.0583554376658,47,0.0311671087533,22,0.0145888594164,3.38150063165
M7,PCA-k-means + Gaussian,pca_kmeans,1508,0.00127521137989,0.000405916305033,-3.59341275392,90,0.0596816976127,52,0.0344827586207,26,0.0172413793103,4.11403831378
M8,PCA-k-means + vine,pca_kmeans,1508,0.00127860892428,0.000395096446408,-3.6042107255,90,0.0596816976127,49,0.0324933687003,24,0.0159151193634,4.17500657988
